Codi_Districte,Nom_Districte,Nom_Carrer,Personas,Promedio_Import_Euros,Vehicles
3,Sants-Montjuïc,Violant d'Hongria ,183770,14625.393162393162,79559
1,Ciutat Vella,Moll Catalunya,106028,11517.703703703704,33685
7,Horta-Guinardó,Pare Mariana,172109,15152.317073170732,80895
10,Sant Martí,Ptge Casa Llarga,239465,15323.08843537415,103094
10,Sant Martí,Pl Creu Roja,239465,15323.08843537415,103094
7,Horta-Guinardó,Anna Martínez Sagi,172109,15152.317073170732,80895
4,Les Corts,Arnús i de Garí,81074,22022.035087719298,48622
2,Eixample,Balmes,266857,18867.71676300578,128137
5,Sarrià-Sant Gervasi,Balmes,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Ptge Bellavista,148201,25606.775510204083,102272
3,Sants-Montjuïc,Bonsoms,183770,14625.393162393162,79559
6,Gràcia,Canaan,121915,18340.74712643678,57643
1,Ciutat Vella,Cirera,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Copèrnic,148201,25606.775510204083,102272
1,Ciutat Vella,Rere Palau,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Escales C Caralleu,148201,25606.775510204083,102272
10,Sant Martí,Pl Font i Sagué,239465,15323.08843537415,103094
1,Ciutat Vella,Gíriti,106028,11517.703703703704,33685
1,Ciutat Vella,Pg Isabel II,106028,11517.703703703704,33685
8,Nou Barris,Joan Alcover,170736,12431.811965811965,66780
7,Horta-Guinardó,Ptge M Castellbell,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Camí Reineta,148201,25606.775510204083,102272
1,Ciutat Vella,Meer,106028,11517.703703703704,33685
1,Ciutat Vella,Pl Mercè,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Modolell,148201,25606.775510204083,102272
6,Gràcia,Planeta,121915,18340.74712643678,57643
3,Sants-Montjuïc,Priorat,183770,14625.393162393162,79559
1,Ciutat Vella,Roca,106028,11517.703703703704,33685
9,Sant Andreu,Roquetes,149826,15124.747368421053,65745
3,Sants-Montjuïc,Sant Feliu Guíxols,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Santa Peronella,148201,25606.775510204083,102272
10,Sant Martí,Selva del Camp,239465,15323.08843537415,103094
6,Gràcia,Terrassa,121915,18340.74712643678,57643
10,Sant Martí,Pg Verneda,239465,15323.08843537415,103094
7,Horta-Guinardó,Villar,172109,15152.317073170732,80895
9,Sant Andreu,Pl Robert Gerhard,149826,15124.747368421053,65745
9,Sant Andreu,Pg Havana,149826,15124.747368421053,65745
9,Sant Andreu,Ferran Turné,149826,15124.747368421053,65745
10,Sant Martí,Pl Tísner,239465,15323.08843537415,103094
9,Sant Andreu,Pl Rom Cremat,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Algarves,148201,25606.775510204083,102272
7,Horta-Guinardó,Argimon,172109,15152.317073170732,80895
7,Horta-Guinardó,Canigó,172109,15152.317073170732,80895
10,Sant Martí,Ptge Cantí,239465,15323.08843537415,103094
4,Les Corts,Caravel·la Pinta,81074,22022.035087719298,48622
10,Sant Martí,Ptge Carlota Mena,239465,15323.08843537415,103094
10,Sant Martí,Ptge Ca n'Oliva,239465,15323.08843537415,103094
6,Gràcia,Av Coll Portell,121915,18340.74712643678,57643
2,Eixample,Còrsega,266857,18867.71676300578,128137
4,Les Corts,Dr Joaq Albarrán,81074,22022.035087719298,48622
2,Eixample,Ptge Domingo,266857,18867.71676300578,128137
7,Horta-Guinardó,Camí Font Quintana,172109,15152.317073170732,80895
6,Gràcia,Jaume Cascalls,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,F Pérez-Cabrero,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Pg Grèvol,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Eduard Fontserè,148201,25606.775510204083,102272
1,Ciutat Vella,Sabateret,106028,11517.703703703704,33685
6,Gràcia,Sant Cristòfol,121915,18340.74712643678,57643
3,Sants-Montjuïc,Tapioles,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Ctra Vallvid Tibid,148201,25606.775510204083,102272
3,Sants-Montjuïc,Vilassar,183770,14625.393162393162,79559
8,Nou Barris,Vilalba dels Arcs,170736,12431.811965811965,66780
3,Sants-Montjuïc,Pl Mig de Can Clos,183770,14625.393162393162,79559
7,Horta-Guinardó,Av Can Marcet,172109,15152.317073170732,80895
3,Sants-Montjuïc,Pl Olivereta,183770,14625.393162393162,79559
3,Sants-Montjuïc,Ptge Dardanels,183770,14625.393162393162,79559
10,Sant Martí,Ptge Aymà,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Buïgas,148201,25606.775510204083,102272
1,Ciutat Vella,Canvis Vells,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Camí Mas Sauró,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Csta Bruc,148201,25606.775510204083,102272
3,Sants-Montjuïc,Daoíz i Velarde,183770,14625.393162393162,79559
8,Nou Barris,Flor de Neu,170736,12431.811965811965,66780
1,Ciutat Vella,Guitert,106028,11517.703703703704,33685
7,Horta-Guinardó,Lorda,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Maó,148201,25606.775510204083,102272
7,Horta-Guinardó,Sant Dalmir,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Sant Màrius,148201,25606.775510204083,102272
1,Ciutat Vella,Sant Sever,106028,11517.703703703704,33685
7,Horta-Guinardó,Ptge Santa Teresa,172109,15152.317073170732,80895
9,Sant Andreu,Torroella Montgrí,149826,15124.747368421053,65745
3,Sants-Montjuïc,Ptge Toledo,183770,14625.393162393162,79559
8,Nou Barris,Valldemossa,170736,12431.811965811965,66780
3,Sants-Montjuïc,Vila i Vilà,183770,14625.393162393162,79559
3,Sants-Montjuïc,Número 1,183770,14625.393162393162,79559
8,Nou Barris,Ptge Pruit,170736,12431.811965811965,66780
10,Sant Martí,Josep Narcís Roca,239465,15323.08843537415,103094
7,Horta-Guinardó,Pl Masies d'Horta,172109,15152.317073170732,80895
2,Eixample,Ptge Batlló,266857,18867.71676300578,128137
5,Sarrià-Sant Gervasi,Bertrand i Serra,148201,25606.775510204083,102272
7,Horta-Guinardó,Constantí,172109,15152.317073170732,80895
2,Eixample,Ptge Font,266857,18867.71676300578,128137
8,Nou Barris,T Font d'en Magués,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Ganduxer,148201,25606.775510204083,102272
6,Gràcia,Granja,121915,18340.74712643678,57643
10,Sant Martí,Ptge Malet,239465,15323.08843537415,103094
8,Nou Barris,Pg Pineda,170736,12431.811965811965,66780
3,Sants-Montjuïc,Rossend Arús,183770,14625.393162393162,79559
1,Ciutat Vella,Salvador Aulet,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Pg Sant Gervasi,148201,25606.775510204083,102272
8,Nou Barris,Subirats,170736,12431.811965811965,66780
3,Sants-Montjuïc,Guitard,183770,14625.393162393162,79559
10,Sant Martí,Moll Mestral,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Pl P Figuera Serra,148201,25606.775510204083,102272
3,Sants-Montjuïc,Av Número 4,183770,14625.393162393162,79559
6,Gràcia,Argentera,121915,18340.74712643678,57643
3,Sants-Montjuïc,Concòrdia,183770,14625.393162393162,79559
1,Ciutat Vella,Pl Fossar Moreres,106028,11517.703703703704,33685
6,Gràcia,Joan Blanques,121915,18340.74712643678,57643
3,Sants-Montjuïc,L Zona Franca,183770,14625.393162393162,79559
7,Horta-Guinardó,Maurici Vilomara,172109,15152.317073170732,80895
6,Gràcia,Mare Déu dels Reis,121915,18340.74712643678,57643
1,Ciutat Vella,Palla,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Ptge Santa Amèlia,148201,25606.775510204083,102272
7,Horta-Guinardó,Sèrbia,172109,15152.317073170732,80895
7,Horta-Guinardó,Papiol,172109,15152.317073170732,80895
4,Les Corts,Beltrán i Rózpide,81074,22022.035087719298,48622
4,Les Corts,Carles Ferrer Sala,81074,22022.035087719298,48622
9,Sant Andreu,Fèlix Amat,149826,15124.747368421053,65745
8,Nou Barris,Ptge M.Àngels Riva,170736,12431.811965811965,66780
1,Ciutat Vella,Abaixadors,106028,11517.703703703704,33685
2,Eixample,Aldana,266857,18867.71676300578,128137
8,Nou Barris,Argullós,170736,12431.811965811965,66780
1,Ciutat Vella,Pl Traginers,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Beethoven,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,T Can Caralleu,148201,25606.775510204083,102272
10,Sant Martí,Ptge Casamitjana,239465,15323.08843537415,103094
7,Horta-Guinardó,Ceràmica,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Doctor Roux,148201,25606.775510204083,102272
1,Ciutat Vella,Ptge Elisabets,106028,11517.703703703704,33685
8,Nou Barris,Escultor Llimona,170736,12431.811965811965,66780
7,Horta-Guinardó,Fàtima,172109,15152.317073170732,80895
9,Sant Andreu,Alexandre Galí,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Av Diagonal,148201,25606.775510204083,102272
3,Sants-Montjuïc,Guatlla,183770,14625.393162393162,79559
9,Sant Andreu,Bonaventura Gisper,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Pl Jaume II,148201,25606.775510204083,102272
7,Horta-Guinardó,Ptge Cadernera,172109,15152.317073170732,80895
8,Nou Barris,Montagut,170736,12431.811965811965,66780
10,Sant Martí,Muret,239465,15323.08843537415,103094
1,Ciutat Vella,Nou de Zurbano,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Pl Orient,148201,25606.775510204083,102272
1,Ciutat Vella,Ptge Pau,106028,11517.703703703704,33685
10,Sant Martí,Pere Moragues,239465,15323.08843537415,103094
9,Sant Andreu,Recesvint,149826,15124.747368421053,65745
1,Ciutat Vella,Salvador,106028,11517.703703703704,33685
6,Gràcia,Santa Clotilde,121915,18340.74712643678,57643
6,Gràcia,Santa Eugènia,121915,18340.74712643678,57643
8,Nou Barris,Santa Úrsula,170736,12431.811965811965,66780
1,Ciutat Vella,Trafalgar,106028,11517.703703703704,33685
3,Sants-Montjuïc,Trajà,183770,14625.393162393162,79559
3,Sants-Montjuïc,Vivers,183770,14625.393162393162,79559
9,Sant Andreu,Repúb Dominicana,149826,15124.747368421053,65745
10,Sant Martí,SN (Banys Fòrum),239465,15323.08843537415,103094
9,Sant Andreu,Biosca,149826,15124.747368421053,65745
7,Horta-Guinardó,T Carmel,172109,15152.317073170732,80895
2,Eixample,Castillejos,266857,18867.71676300578,128137
9,Sant Andreu,Ptge Ordi,149826,15124.747368421053,65745
1,Ciutat Vella,Comtes,106028,11517.703703703704,33685
7,Horta-Guinardó,Muses,172109,15152.317073170732,80895
4,Les Corts,Pintor Tapiró,81074,22022.035087719298,48622
7,Horta-Guinardó,Pintura,172109,15152.317073170732,80895
8,Nou Barris,Ptge Porta,170736,12431.811965811965,66780
10,Sant Martí,Rodes,239465,15323.08843537415,103094
1,Ciutat Vella,Rosa,106028,11517.703703703704,33685
9,Sant Andreu,Gran Sant Andreu,149826,15124.747368421053,65745
3,Sants-Montjuïc,Sant Isidre,183770,14625.393162393162,79559
7,Horta-Guinardó,Segur,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Pl Tibidabo,148201,25606.775510204083,102272
8,Nou Barris,Torrelles,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Turó,148201,25606.775510204083,102272
3,Sants-Montjuïc,Número 42,183770,14625.393162393162,79559
1,Ciutat Vella,Pl Drassanes,106028,11517.703703703704,33685
3,Sants-Montjuïc,Sense Nom (701925),183770,14625.393162393162,79559
8,Nou Barris,Andratx,170736,12431.811965811965,66780
3,Sants-Montjuïc,Anníbal,183770,14625.393162393162,79559
9,Sant Andreu,Ausona,149826,15124.747368421053,65745
8,Nou Barris,Cantera,170736,12431.811965811965,66780
9,Sant Andreu,Cervera,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Pg Claudi Güell,148201,25606.775510204083,102272
1,Ciutat Vella,Cortines,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Ptge Costa Putxet,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Domínguez Miralles,148201,25606.775510204083,102272
4,Les Corts,Fígols,81074,22022.035087719298,48622
6,Gràcia,Ptge Frígola,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,Guillem Tell,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Ptge Jorba,148201,25606.775510204083,102272
7,Horta-Guinardó,Ptge Lugo,172109,15152.317073170732,80895
7,Horta-Guinardó,Rier Marcel·lí,172109,15152.317073170732,80895
2,Eixample,Av Meridiana,266857,18867.71676300578,128137
3,Sants-Montjuïc,Pg Miramar,183770,14625.393162393162,79559
6,Gràcia,Móra la Nova,121915,18340.74712643678,57643
3,Sants-Montjuïc,Moianès,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Bisbe Català,148201,25606.775510204083,102272
1,Ciutat Vella,Palma de Sant Just,106028,11517.703703703704,33685
6,Gràcia,Pere Llobet,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,Reina Victòria,148201,25606.775510204083,102272
9,Sant Andreu,Sant Marià,149826,15124.747368421053,65745
1,Ciutat Vella,Sant Ramon,106028,11517.703703703704,33685
1,Ciutat Vella,Ptja Sant Sebastià,106028,11517.703703703704,33685
3,Sants-Montjuïc,Número 27,183770,14625.393162393162,79559
3,Sants-Montjuïc,Transversal 10,183770,14625.393162393162,79559
10,Sant Martí,Pl Rosa Peraulet,239465,15323.08843537415,103094
7,Horta-Guinardó,Joan B. Cendrós,172109,15152.317073170732,80895
2,Eixample,Ptge Carme Aymeric,266857,18867.71676300578,128137
10,Sant Martí,Gretel Ammann,239465,15323.08843537415,103094
8,Nou Barris,Antonio Machado,170736,12431.811965811965,66780
8,Nou Barris,Esquirol Volador,170736,12431.811965811965,66780
6,Gràcia,Cesare Cantù,121915,18340.74712643678,57643
3,Sants-Montjuïc,Elisi,183770,14625.393162393162,79559
3,Sants-Montjuïc,Farell,183770,14625.393162393162,79559
8,Nou Barris,Gasela,170736,12431.811965811965,66780
9,Sant Andreu,Ptge J Guardiola,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Pl Joaquim Pena,148201,25606.775510204083,102272
10,Sant Martí,Mestre Alfonso,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Manacor,148201,25606.775510204083,102272
8,Nou Barris,Ptge Nil,170736,12431.811965811965,66780
1,Ciutat Vella,Pl Olles,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Pare Fidel Fita,148201,25606.775510204083,102272
8,Nou Barris,Viladecavalls,170736,12431.811965811965,66780
3,Sants-Montjuïc,Pl Josep i Esteve,183770,14625.393162393162,79559
1,Ciutat Vella,Pl Àngel,106028,11517.703703703704,33685
7,Horta-Guinardó,Camí Àngels,172109,15152.317073170732,80895
1,Ciutat Vella,Ocells,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Camp d'en Vidal,148201,25606.775510204083,102272
10,Sant Martí,Cases Boada,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Castanyer,148201,25606.775510204083,102272
8,Nou Barris,Las Chafarinas,170736,12431.811965811965,66780
7,Horta-Guinardó,Ptge Encarnació,172109,15152.317073170732,80895
2,Eixample,Pl Espanya,266857,18867.71676300578,128137
1,Ciutat Vella,General Castaños,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Gósol,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Madrazo,148201,25606.775510204083,102272
7,Horta-Guinardó,Ptge Mariné,172109,15152.317073170732,80895
3,Sants-Montjuïc,Mata,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Monestir,148201,25606.775510204083,102272
8,Nou Barris,Pare Rodés,170736,12431.811965811965,66780
1,Ciutat Vella,Ribera,106028,11517.703703703704,33685
8,Nou Barris,Rodrigo Caro,170736,12431.811965811965,66780
4,Les Corts,Av Sarrià,81074,22022.035087719298,48622
3,Sants-Montjuïc,Watt,183770,14625.393162393162,79559
4,Les Corts,Serra i Hunter,81074,22022.035087719298,48622
8,Nou Barris,Josep Solé Barberà,170736,12431.811965811965,66780
3,Sants-Montjuïc,Port de Miami,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Bertran,148201,25606.775510204083,102272
7,Horta-Guinardó,Dansa,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Rda General Mitre,148201,25606.775510204083,102272
6,Gràcia,Lluís Bonifaç,121915,18340.74712643678,57643
7,Horta-Guinardó,Ptge Llívia,172109,15152.317073170732,80895
3,Sants-Montjuïc,Mèxic,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Pelfort,148201,25606.775510204083,102272
10,Sant Martí,Roger de Flor,239465,15323.08843537415,103094
1,Ciutat Vella,Bda Santa Clara,106028,11517.703703703704,33685
1,Ciutat Vella,Sòria,106028,11517.703703703704,33685
3,Sants-Montjuïc,Súria,183770,14625.393162393162,79559
7,Horta-Guinardó,Varsòvia,172109,15152.317073170732,80895
10,Sant Martí,Pl Josep M.Huertas,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Ptge Mare Déu Estr,148201,25606.775510204083,102272
7,Horta-Guinardó,Pl Estatut,172109,15152.317073170732,80895
8,Nou Barris,Luz Casanova,170736,12431.811965811965,66780
1,Ciutat Vella,Pl La Maquinista,106028,11517.703703703704,33685
9,Sant Andreu,Palafrugell,149826,15124.747368421053,65745
7,Horta-Guinardó,Pl Msèn Edu Piquer,172109,15152.317073170732,80895
1,Ciutat Vella,Emília Llorca,106028,11517.703703703704,33685
7,Horta-Guinardó,Bragança,172109,15152.317073170732,80895
7,Horta-Guinardó,Camil Oliveras,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Dr Farreras Valent,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Francesc Carbonell,148201,25606.775510204083,102272
3,Sants-Montjuïc,Física,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,General Vives,148201,25606.775510204083,102272
9,Sant Andreu,Lanzarote,149826,15124.747368421053,65745
10,Sant Martí,Pl M Nazaria March,239465,15323.08843537415,103094
7,Horta-Guinardó,Josep Serrano,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Pg Solé i Pla,148201,25606.775510204083,102272
3,Sants-Montjuïc,Pg Montjuïc,183770,14625.393162393162,79559
7,Horta-Guinardó,Murtra,172109,15152.317073170732,80895
4,Les Corts,Pintor Ribalta,81074,22022.035087719298,48622
7,Horta-Guinardó,Porrera,172109,15152.317073170732,80895
10,Sant Martí,Sant Joan de Malta,239465,15323.08843537415,103094
4,Les Corts,Taquígraf Serra,81074,22022.035087719298,48622
1,Ciutat Vella,Torrevieja,106028,11517.703703703704,33685
8,Nou Barris,Vila-real,170736,12431.811965811965,66780
9,Sant Andreu,Pl Xandri,149826,15124.747368421053,65745
4,Les Corts,E.M. Palau Reial,81074,22022.035087719298,48622
10,Sant Martí,Av Litoral,239465,15323.08843537415,103094
7,Horta-Guinardó,Joan Sales,172109,15152.317073170732,80895
9,Sant Andreu,Pg Marta Mata,149826,15124.747368421053,65745
4,Les Corts,Bosch i Gimpera,81074,22022.035087719298,48622
5,Sarrià-Sant Gervasi,Comandant Llança,148201,25606.775510204083,102272
6,Gràcia,Ptge Conradí,121915,18340.74712643678,57643
3,Sants-Montjuïc,Cros,183770,14625.393162393162,79559
6,Gràcia,Pl Flandes,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,Infanta Isabel,148201,25606.775510204083,102272
7,Horta-Guinardó,Praga,172109,15152.317073170732,80895
3,Sants-Montjuïc,Radi,183770,14625.393162393162,79559
1,Ciutat Vella,Ramelleres,106028,11517.703703703704,33685
3,Sants-Montjuïc,Sagunt,183770,14625.393162393162,79559
7,Horta-Guinardó,Sigüenza,172109,15152.317073170732,80895
9,Sant Andreu,Tallada,149826,15124.747368421053,65745
8,Nou Barris,Torres,170736,12431.811965811965,66780
10,Sant Martí,Ptge Trinitat,239465,15323.08843537415,103094
7,Horta-Guinardó,Pl Karl Marx,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Can Castellví,148201,25606.775510204083,102272
4,Les Corts,Dr A Pi i Sunyer,81074,22022.035087719298,48622
9,Sant Andreu,Pl Primavera,149826,15124.747368421053,65745
3,Sants-Montjuïc,Simó Ferrer,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Agramunt,148201,25606.775510204083,102272
9,Sant Andreu,Agustí i Milà,149826,15124.747368421053,65745
8,Nou Barris,Aneto,170736,12431.811965811965,66780
1,Ciutat Vella,Àngel J. Baixeras,106028,11517.703703703704,33685
1,Ciutat Vella,Barra de Ferro,106028,11517.703703703704,33685
6,Gràcia,Camèlies,121915,18340.74712643678,57643
1,Ciutat Vella,Pg Circumval·lació,106028,11517.703703703704,33685
9,Sant Andreu,Còrdova,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Pl Eguilaz,148201,25606.775510204083,102272
7,Horta-Guinardó,Pere Sala,172109,15152.317073170732,80895
8,Nou Barris,Flaçà,170736,12431.811965811965,66780
8,Nou Barris,Font de Canyelles,170736,12431.811965811965,66780
8,Nou Barris,Joaquim Valls,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Marco Polo,148201,25606.775510204083,102272
